City,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
Mumbai,,21.61,,1.05,26.76,45.42,0.37,,
Mumbai,,24.16,,1.03,24.88,41.43,16.24,,
Mumbai,,33.52,,1.05,21.68,36.74,0.43,,
Mumbai,,42.76,,1.1,22.22,33.69,0.24,,
Mumbai,,106,,1.44,29.82,32.68,0.71,,
Mumbai,,111.55,,1.52,23.46,29.05,0.59,,
Mumbai,20.73,74.79,,1.45,24.73,30.8,1.04,,
Mumbai,27.43,57.08,,1.4,20.43,35.72,0.75,,
Mumbai,19.74,54.28,,1.42,19.86,39.04,0.51,,
Mumbai,9.35,21.72,,1.15,17.32,40.96,0.39,,
Mumbai,8,19.87,,1.19,18.99,44.93,0.63,,
Mumbai,22.69,63.92,,1.45,20.7,35.33,0.69,,
Mumbai,21.7,49.82,,1.35,19.23,38.32,0.51,,
Mumbai,9.81,22.96,,1.19,18.61,48.68,0.36,,
Mumbai,7.29,21.95,,1.17,18.95,33.79,0.39,,
Mumbai,14.83,24.8,,1.21,19.25,34.73,0.33,,
Mumbai,29.81,66.97,,1.4,19.79,31.45,0.66,,
Mumbai,23.55,82.36,,1.72,20.16,34.69,1.02,,
Mumbai,20.94,49.77,,1.49,16.63,28.51,0.62,,
Mumbai,21.22,49.41,,1.49,19.4,22.08,0.82,,
Mumbai,22.09,53.06,,1.37,15.46,22.38,0.55,,
Mumbai,25.39,63.13,,1.49,18.02,26.45,0.54,,
Mumbai,13.29,24.63,,1.17,15.13,29.09,0.27,,
Mumbai,13.32,24.39,,1.19,13.5,27.65,0.5,,
Mumbai,15.53,26.52,,1.17,12.65,26.26,0.41,,
Mumbai,22.11,38.35,,1.27,12.79,28.19,0.4,,
Mumbai,35.28,,,1.41,,,0.56,,
Mumbai,32.45,130.77,,1.52,17.77,24.24,0.62,,
Mumbai,19.41,32.94,,1.19,14.35,34.86,0.74,,
Mumbai,16.33,26.73,,1.17,14.69,27.8,0.42,,
Mumbai,16.32,26.92,,1.16,12.03,24.34,0.5,,
Mumbai,17.39,28.4,,1.23,11.33,25.82,0.5,,
Mumbai,16.22,26.96,,1.2,11.48,26.07,1.25,,
Mumbai,15.37,25.24,,1.16,11.5,33.28,0.58,,
Mumbai,16.43,26.96,,1.17,11.43,30.01,0.46,,
Mumbai,16.38,27.14,,1.22,11.99,28.73,0.52,,
Mumbai,17.66,26.75,,1.25,11.67,25.99,0.67,,
Mumbai,14.7,19.23,,1.2,9.71,24.56,0.72,,
Mumbai,18.31,28.85,,1.24,11.57,27.49,0.71,,
Mumbai,16.98,27.11,,1.04,12.14,29.34,0.6,,
Mumbai,16.35,26.61,,1.02,11.8,24.89,0.74,,
Mumbai,17.29,28.31,,1.07,11.66,26.77,0.24,,
Mumbai,16.18,29.31,,1.1,13.08,18.72,0.51,,
Mumbai,14.54,27.38,,1.05,12.86,22.01,0.59,,
Mumbai,13.72,29.75,,1.15,12.88,21.87,0.57,,
Mumbai,12.4,26.17,,1.14,12.25,22.52,0.53,,
Mumbai,12.74,27.95,,1.14,13.07,22.15,0.39,,
Mumbai,13.83,32.49,,1.05,14.99,21.91,0.44,,
Mumbai,11.65,25.84,,1.15,12.34,21.34,0.67,,
Mumbai,15.83,24.25,,1.23,9.29,24.03,0.39,,
Mumbai,15.46,23.54,,1.16,10.08,23.69,0.44,,
Mumbai,32.71,45.5,,1.2,20.19,33.07,1.02,,
Mumbai,48.29,58.01,,1.18,24.59,18.65,0.32,,
Mumbai,20.48,27.66,,1.19,10.93,28.24,0.27,,
Mumbai,22.23,37.71,,1.17,15.38,27.3,0.3,,
Mumbai,14.63,30.76,,1.2,12.42,27.19,0.36,,
Mumbai,20.24,34.7,,1.21,9.22,28.15,0.42,,
Mumbai,20.09,32.78,,1.2,9.64,26.99,0.29,,
Mumbai,31.78,44.92,,1.21,12.06,32.95,0.19,,
Mumbai,20.2,33.44,,1.22,10.6,35.23,0.3,,
Mumbai,21.17,35.26,,1.24,11.08,39.1,0.31,,
Mumbai,20.86,33.28,,1.22,11.92,38.31,0.29,,
Mumbai,17.76,30.93,,1.14,9.21,37.65,0.39,,
Mumbai,20.85,36.28,,0.91,11.77,39.5,0.33,,
Mumbai,22.03,38.26,,1.12,14.45,44.31,0.31,,
Mumbai,22.23,38,,1.1,11.49,41.44,0.43,,
Mumbai,21.08,35.6,,1.09,11.53,41.28,0.34,,
Mumbai,23.64,40.06,,1.06,14.13,41.67,0.33,,
Mumbai,19.22,34.74,,1.02,11.74,44.15,0.33,,
Mumbai,20.96,38.63,,0.99,11.84,37.31,0.32,,
Mumbai,24.6,43.35,,1.02,13.7,46.32,0.33,,
Mumbai,22.08,36.26,,1.03,15.21,47.18,0.38,,
Mumbai,26.84,43.6,,1.01,15.22,45.22,0.28,,
Mumbai,26.94,41.59,,1.18,12.06,48.58,0.25,,
Mumbai,26.13,40.23,,1.33,14.85,49.66,0.28,,
Mumbai,24.89,39.51,,1.36,14.8,55.14,0.5,,
Mumbai,30.42,66.89,,1.44,14.13,49.99,0.47,,
Mumbai,33.37,55.98,,1.39,9.51,54.83,0.4,,
Mumbai,32.46,43.09,,1.31,7.65,45.71,0.29,,
Mumbai,31.34,40.48,,1.29,11.08,47.01,0.47,,
Mumbai,29.3,41.33,,1.31,11.4,48.2,0.35,,
Mumbai,27.72,42.45,,1.31,13.66,44.98,0.3,,
Mumbai,25.98,39.41,,1.32,12.45,47.94,0.41,,
Mumbai,23.5,38.61,,1.31,15.45,49.4,0.29,,
Mumbai,20.7,38.38,,1.31,14.73,42.47,0.39,,
Mumbai,24.62,37.66,,1.23,14.35,46.98,0.39,,
Mumbai,26.53,35.96,,0.98,13.51,43.64,0.28,,
Mumbai,31.49,46.03,,0.97,15.23,39.31,0.42,,
Mumbai,30.32,43.35,,0.99,15.65,42.69,0.37,,
Mumbai,31.12,49.99,,1.1,16.27,39.83,0.97,,
Mumbai,26.24,80.08,,1.27,12.41,24.91,1.3,,
Mumbai,23.19,74.94,,1.55,13.9,22.46,0.99,,
Mumbai,21.46,53.21,,1.41,11.85,23.67,0.77,,
Mumbai,21.2,56.14,,1.44,17.7,25.68,0.84,,
Mumbai,22.87,60.46,,1.57,18.26,27.03,1.04,,
Mumbai,24.76,56.08,,1.77,17.79,30.62,1.83,,
Mumbai,25.68,55.42,,1.77,16.75,33.62,1.53,,
Mumbai,21.88,49.61,,1.62,13.13,30.21,0.91,,
Mumbai,22.65,52.76,,1.58,10.78,30.93,0.79,,
Mumbai,23.5,44.02,,1.39,10.29,28.35,0.54,,
Mumbai,26.19,59.59,,1.7,11.93,37.93,0.84,,
Mumbai,28.18,66.41,,1.92,14.14,43.7,1.41,,
Mumbai,21.98,38.19,,1.35,17.08,49.13,0.55,,
Mumbai,25.3,48.11,,1.5,18.69,45.84,0.56,,
Mumbai,23.98,57.89,,1.6,14.82,46.51,1.18,,
Mumbai,25.06,51.09,,1.55,14.14,36.72,0.62,,
Mumbai,29.12,51.22,,1.57,15.17,38.59,0.65,,
Mumbai,33.05,73.08,,1.58,13.64,49.45,0.84,,
Mumbai,37.4,88.2,,2,15.19,50.39,2.15,,
Mumbai,31.84,73.78,,1.94,17.12,47.98,1.42,,
Mumbai,32.42,76.87,,2.32,20.79,55.94,1.61,,
Mumbai,31.92,71.83,,2.21,16.35,46.39,2.06,,
Mumbai,36.92,81.23,,2,15.18,49.69,1.49,,
Mumbai,34,59.36,,1.95,15.28,60.44,1.86,,
Mumbai,29.79,53.24,,2.09,18.74,47.73,1.59,,
Mumbai,29.9,63.09,,2.14,15.77,41.95,1.69,,
Mumbai,29.55,69.14,,2.13,16.84,41.35,1.57,,
Mumbai,31.68,62.43,,1.89,22.58,52.25,1.03,,
Mumbai,31.1,55.91,,1.76,20.49,64.18,2.08,,
Mumbai,24.85,47.6,,1.75,20.02,66.08,1.72,,
Mumbai,27.69,57.87,,1.69,18.62,59.75,0.98,,
Mumbai,21.34,58.63,,1.66,16.7,66.49,0.74,,
Mumbai,31.55,66.67,,1.76,17.23,65.46,0.96,,
Mumbai,28.09,65.19,,1.91,17.81,74.19,1.74,,
Mumbai,30.08,73.09,,2.18,18.99,49.91,2.47,,
Mumbai,32.3,80.26,,2.34,20.27,51.95,1.86,,
Mumbai,33.31,82.26,,2.41,20.25,52.22,2.25,,
Mumbai,31.55,75.79,,1.96,18.33,52.39,3.02,,
Mumbai,29.06,71.72,,1.7,19.8,58.18,2.79,,
Mumbai,24.75,62.56,,1.54,25.03,71.31,0.78,,
Mumbai,26.09,57.87,,1.62,16.53,39.44,0.88,,
Mumbai,,,,,,,,,
Mumbai,19.15,51.33,,1.81,17.61,38.03,0.8,,
Mumbai,18.44,51.91,,1.72,18.53,23.99,0.8,,
Mumbai,19.69,60.86,,2.38,20.83,25.53,1.28,,
Mumbai,19.54,65.11,,2.59,21.41,26.01,1.43,,
Mumbai,19.51,54.67,,1.93,19.11,24.46,1.16,,
Mumbai,21.46,62.35,,2.65,21.75,27.42,2.39,,
Mumbai,,,,,,,,,
Mumbai,26.33,56.17,,1.75,19.64,40.74,0.84,,
Mumbai,36.88,86.04,,1.87,18,32.52,1.04,,
Mumbai,38.88,75.41,,1.95,16.61,37.97,0.96,,
Mumbai,60.47,127.38,,2.1,16.34,39.87,2.77,,
Mumbai,58.64,119.9,,2.02,18.88,44.23,2.3,,
Mumbai,50.71,101.3,,1.95,14.27,41.95,2.07,,
Mumbai,30.41,57.99,,1.71,13.1,55.14,1.89,,
Mumbai,35.62,65.45,,1.74,19.92,43.27,1.72,,
Mumbai,41.32,93.55,,2.14,28.32,47.33,2.52,,
Mumbai,56.95,164.12,,2.32,28.2,37.62,2.57,,
Mumbai,67.3,142.85,,2.81,40.57,48.41,3.27,,
Mumbai,50.06,144.47,,2.76,39.24,45.71,3.26,,
Mumbai,39.76,168.54,,2.92,29.82,64.46,3.84,,
Mumbai,49,150.06,,2.65,25.82,66.27,3.23,,
Mumbai,44.82,117.3,,2.59,24.89,58.48,3.25,,
Mumbai,29.43,58.83,,2.1,24.14,67.98,2.28,,
Mumbai,37.39,90.14,,2.3,24.71,56.49,2.75,,
Mumbai,49.29,101.75,,2.33,23.56,64.87,2.86,,
Mumbai,59.6,124.09,,2.35,21.75,57.12,2.86,,
Mumbai,56.85,136.18,,2.75,21.46,57.58,3.33,,
Mumbai,42.15,105.25,,2.83,19.25,79.13,3.32,,
Mumbai,,,,,,,,,
Mumbai,24.7,37.89,,2.01,21.46,103,2.09,,
Mumbai,,,,,,,,,
Mumbai,110.16,152.42,,2.41,21.59,69.64,2.01,,
Mumbai,53.66,87.21,,2.35,18.48,57.96,1.09,,
Mumbai,38.64,84.87,,2.61,21.5,53.93,1.46,,
Mumbai,39.13,94.35,,2.89,21.99,64.37,2.05,,
Mumbai,38.66,96,,3.07,22.39,61.74,2.18,,
Mumbai,50.01,97.62,,2.87,18.53,51.25,1.45,,
Mumbai,49.82,96.93,,2.83,13.92,65.33,2.3,,
Mumbai,39.31,84.16,,2.85,14.99,65.15,2.04,,
Mumbai,37.29,77.61,,2.93,17.34,69.6,2.2,,
Mumbai,41.17,88.2,,3.02,17.4,63.12,2.21,,
Mumbai,36.12,83.02,,2.21,17.88,71.9,2.73,,
Mumbai,43.27,81.73,,1.89,16.39,74.46,2.22,,
Mumbai,60.53,115.22,,2.42,14.82,65.87,1.87,,
Mumbai,68.46,150.46,,3.26,15.46,75.06,2.09,,
Mumbai,56,120.51,,2.63,13.9,49.86,1.91,,
Mumbai,42.91,86.97,,2.06,19.62,44.72,1.75,,
Mumbai,46.77,94.1,,2.34,23.26,50.4,1.7,,
Mumbai,43.94,72.16,,2.12,22.11,50.29,2.04,,
Mumbai,45.25,66.57,,1.79,17.96,49.03,1.38,,
Mumbai,65.26,93.04,,1.91,18.87,43.06,1.28,,
Mumbai,57.01,89.14,,1.81,19.96,40.93,1.27,,
Mumbai,61.56,89.36,,1.81,22.04,45.61,1.46,,
Mumbai,50.13,97.88,,1.81,26.36,35.55,1.05,,
Mumbai,44.05,84.54,,1.87,29.7,38.71,1.01,,
Mumbai,36.6,66.74,,1.8,33.29,43.55,0.94,,
Mumbai,37.73,67.63,,1.7,23.54,43,1.01,,
Mumbai,49.72,105.66,,1.9,21.82,53.08,0.95,,
Mumbai,106.27,152.15,,1.97,20.37,49.9,1.46,,
Mumbai,70.55,104.68,,1.74,19.4,42.96,1.17,,
Mumbai,65.68,103.29,,1.9,17.82,47.82,1.66,,
Mumbai,73.65,154.21,,2.58,19.18,54.17,2.49,,
Mumbai,63.17,149.03,,2.65,21.36,53.27,1.95,,
Mumbai,60.1,128.11,,2.75,17.33,58.67,2.14,,
Mumbai,37.83,107.87,,2.72,22.33,60.08,1.88,,
Mumbai,49.5,80.71,,1.86,18.79,46.46,1.58,,
Mumbai,50.21,93.15,,1.81,22.18,33.39,3.54,,
Mumbai,52.64,108.22,,2.03,26.15,37.61,1.48,,
Mumbai,69.41,127.32,,2.05,26.23,37.22,1.55,,
Mumbai,66.55,142.56,,2.11,38.07,35.39,1.78,,
Mumbai,90.08,160.67,,2.57,27.19,38.87,2.21,,
Mumbai,66.11,129.08,,2.75,21.88,45.29,2.76,,
Mumbai,64.04,146.33,,3.14,26.7,53.3,3.04,,
Mumbai,58.71,142.66,,3.65,25.44,68.37,4.09,,
Mumbai,59.75,139.85,,3.5,23,68.82,3.37,,
Mumbai,64.59,126.48,,2.76,24.93,63.06,2.5,,
Mumbai,60,109.19,,2.76,21.49,62.05,2.2,,
Mumbai,67.79,99.42,,2.18,22.27,48.85,1.48,,
Mumbai,56.98,111.08,,2.75,32.25,67.66,2.44,,
Mumbai,48.59,106.29,,2.49,21.75,85.19,2.56,,
Mumbai,50.68,120.77,,3.01,18.86,69.71,3.2,,
Mumbai,47.07,124.97,,3.32,32.67,71.31,3.09,,
Mumbai,49.1,102.22,,2.76,34.55,78.82,2.55,,
Mumbai,35.42,98.42,,3.11,30.85,76.64,2.66,,
Mumbai,44.04,81.05,,2.37,25.59,72.08,1.57,,
Mumbai,50.99,103.22,,2.53,28.78,72.52,1.7,,
Mumbai,48.31,110.55,,2.56,27.31,65.72,1.9,,
Mumbai,48.1,166.94,,3.25,27.92,32.31,2.7,,
Mumbai,52.87,122.63,,2.99,26.39,32.51,2.18,,
Mumbai,50.15,144.78,,3.3,35.06,29.55,2.45,,
Mumbai,26.93,106.1,,3.34,35.52,33.76,3.13,,
Mumbai,17.6,55.68,,2.1,28.3,20.34,1.17,,
Mumbai,35.26,71.55,,1.94,22.76,25.59,1.03,,
Mumbai,41.97,68.62,,1.65,21.92,29.55,0.67,,
Mumbai,70.2,93.7,,1.78,18.37,37.42,0.7,,
Mumbai,79.41,102.36,,1.83,12.39,52.07,0.84,,
Mumbai,72.66,112.93,,1.84,12.89,54.64,0.91,,
Mumbai,68.41,85.97,,1.79,10.85,34.26,0.79,,
Mumbai,13.44,16.51,,2.29,12.57,35.58,1.4,,
Mumbai,38.05,78.24,,2.12,14.45,40.56,1.82,,
Mumbai,,,,2.83,17.46,48.14,2.19,,
Mumbai,,,,2.93,24.08,47.64,4.26,,
Mumbai,,,,2.3,17.87,59.04,1.68,,
Mumbai,,,,2.27,17.97,59.69,1.88,,
Mumbai,,,,3.21,22.13,72.76,3.42,,
Mumbai,17.9,72.48,,3.25,22.36,56.12,3.16,,
Mumbai,30.45,57.93,,2.73,19.76,70.86,2.9,,
Mumbai,23.77,62.55,,1.88,14.66,65.06,1.02,,
Mumbai,24.61,60.36,,1.59,12.31,44.44,0.59,,
Mumbai,36.41,86.93,,1.64,13.66,38.51,0.64,,
Mumbai,34.58,118.31,,2,20.72,32.65,1.26,,
Mumbai,30.53,61.57,,2.84,26.28,55.92,3.1,,
Mumbai,34.5,73.67,,3.17,25.97,69.16,2.93,,
Mumbai,45.67,141.28,,3.27,24.49,55.38,3.13,,
Mumbai,34.45,108.37,,2.6,21.96,56.51,2.46,,
Mumbai,32.54,92.13,,1.91,16.76,56.4,0.84,,
Mumbai,30.95,74.8,,1.86,15.42,68.09,0.92,,
Mumbai,37.75,101.77,,2.16,17.91,58.37,1.58,,
Mumbai,34.62,95.79,,2.37,19.85,90.64,1.69,,
Mumbai,32.21,80.21,,2.25,19.18,83.46,1.31,,
Mumbai,34.17,84.8,,2.19,18.32,76.99,1.29,,
Mumbai,28.4,86.42,,3,22.73,101.76,4,,
Mumbai,20.68,53.1,,1.67,17,70.35,0.49,,
Mumbai,21.65,58.81,,1.85,16.77,56.96,0.78,,
Mumbai,32.52,86.39,,2.51,21.28,78.9,1.92,,
Mumbai,22.27,63.4,,1.84,18.07,62.79,0.9,,
Mumbai,26.2,80.36,,1.97,15.66,57,0.98,,
Mumbai,24.5,70.45,,1.69,8.13,45.78,0.56,,
Mumbai,18.29,72.77,,1.72,7.67,37.63,0.78,,
Mumbai,13.9,71.12,,1.92,10,49.84,1.12,,
Mumbai,38.66,128.94,,2.35,17.55,70.34,2.53,,
Mumbai,35.35,144.24,,2.78,15.04,72.01,3.01,,
Mumbai,12.5,48.15,,1.64,7.53,63.43,0.43,,
Mumbai,7.43,49.26,,1.64,7.72,73.28,0.36,,
Mumbai,5.5,35.35,,1.54,6.83,76.26,0.31,,
Mumbai,10.1,47.44,,1.67,7.12,80.67,0.38,,
Mumbai,15.47,56.67,,1.75,7.22,80.8,0.6,,
Mumbai,17.87,58.8,,1.83,8.15,81.24,0.78,,
Mumbai,20.05,74.58,,2.14,10.39,89.05,1,,
Mumbai,17.41,68.6,,1.96,9.84,61.16,1.11,,
Mumbai,9.46,49.92,,1.67,7.23,46.22,0.58,,
Mumbai,9.01,45.54,,1.54,6.71,60.52,0.36,,
Mumbai,10.9,47.41,,1.58,7.4,97.63,0.39,,
Mumbai,14.7,57.1,,1.63,5.16,68.64,0.48,,
Mumbai,17.95,61.43,,1.73,4.28,85.43,0.62,,
Mumbai,25.05,87.36,,2.18,6,89.53,1.32,,
Mumbai,20.46,67.14,,1.93,4.04,87.21,0.92,,
Mumbai,23.59,83.33,,2.28,5.96,86.68,1.13,,
Mumbai,20.39,107.47,,2.34,7.17,57.91,1.56,,
Mumbai,10.65,64.89,,1.8,4.35,65.62,0.83,,
Mumbai,3.53,43.63,,1.58,3.2,55.06,0.41,,
Mumbai,7.2,54.07,,1.44,3.15,37.28,0.35,,
Mumbai,10.21,57.04,,1.44,3.86,51.37,0.75,,
Mumbai,20.72,90.3,,,5.64,66.28,1.68,,
Mumbai,34.94,120.57,,1.71,4.78,50.36,1.88,,
Mumbai,23.48,66.44,,1.71,1.22,35.31,1.16,,
Mumbai,10.1,36.82,,1.6,24.1,29.84,0.6,,
Mumbai,10.48,39.7,,1.61,42.91,32.64,1.35,,
Mumbai,5.19,25.73,,1.5,28.83,21.98,0.55,,
Mumbai,5.62,31.47,,1.49,28.87,17.4,0.73,,
Mumbai,5.77,32.73,,1.46,28.27,14.4,0.42,,
Mumbai,2.49,27.18,,1.43,29.66,13.07,0.82,,
Mumbai,18.8,39.82,,1.7,22.45,43.42,1.05,,
Mumbai,29.36,62.24,,1.79,22.97,35.71,0.55,,
Mumbai,19.55,52.88,,1.72,22.44,21.67,0.53,,
Mumbai,19.43,55.94,,1.76,22.69,25.83,0.57,,
Mumbai,21.09,64.19,,1.78,22.87,14,0.57,,
Mumbai,22.34,74.65,,1.85,23.04,15.02,1.02,,
Mumbai,21.77,66.69,,1.78,23.21,21.22,0.43,,
Mumbai,18.49,56.87,,1.73,23.29,22.29,0.58,,
Mumbai,17.8,58.16,,1.77,23.47,19.22,0.4,,
Mumbai,15.32,45.25,,1.74,22.99,20.81,0.32,,
Mumbai,20.93,65.09,,1.83,23.7,24.64,1.52,,
Mumbai,34.12,103.73,,2.06,25.33,25.95,0.84,,
Mumbai,30.65,78.67,,1.91,23.82,15.09,0.61,,
Mumbai,28.62,61.23,,1.88,22.74,35.39,0.98,,
Mumbai,24.92,59.96,,1.85,19.95,28.41,0.82,,
Mumbai,20.49,42.2,,1.69,19.47,19.05,0.17,,
Mumbai,34.18,71.36,,1.82,20.13,32.75,0.32,,
Mumbai,27.23,61.67,,1.84,20.07,21.3,0.37,,
Mumbai,34.26,84.15,,1.92,20.16,23.3,0.48,,
Mumbai,23.45,59.26,,1.89,20.28,14.96,0.57,,
Mumbai,27.14,65.82,,1.86,22.6,24.44,0.49,,
Mumbai,22.31,64.82,,1.84,24.63,32.45,0.27,,
Mumbai,14.65,41.4,,1.77,23.62,34.41,0.19,,
Mumbai,15.74,41.43,,1.76,22.37,31.8,0.19,,
Mumbai,18.72,47.4,,1.79,20.85,27.22,0.23,,
Mumbai,24.73,78.23,,1.94,24.2,22.74,0.47,,
Mumbai,27.13,57.84,,1.88,23.41,16.98,0.48,,
Mumbai,22.3,51.5,,1.85,23.8,15.57,0.3,,
Mumbai,19.2,50.47,,1.84,24.52,18.42,0.33,,
Mumbai,12.89,35.82,,1.77,23.3,12.82,0.15,,
Mumbai,13.17,36,,1.76,22.6,23.08,0.17,,
Mumbai,14.87,44.64,,1.8,19.09,11.7,0.34,,
Mumbai,16.35,44.2,,1.8,19.29,16.35,0.17,,
Mumbai,9.55,31.4,,1.79,19.68,17.61,0.16,,
Mumbai,12.71,43.5,,1.8,19.8,19.01,0.25,,
Mumbai,13.09,50.76,,1.82,21.62,21.85,0.29,,
Mumbai,9.3,32.94,,1.76,24.67,24.36,0.4,,
Mumbai,11.28,37.68,,1.76,24.3,11.22,0.29,,
Mumbai,11.68,34.78,,1.75,24.35,18.84,0.22,,
Mumbai,19.48,52.27,,1.78,24.31,16.01,0.25,,
Mumbai,18.89,55.62,,1.81,24.16,15.75,0.3,,
Mumbai,14.77,38.03,,1.77,24.34,15.94,0.21,,
Mumbai,16.34,51.52,,1.67,22.41,20.13,0.22,,
Mumbai,15.87,46.41,,1.45,22.61,22.69,0.28,,
Mumbai,14.07,39.38,,1.43,19.58,19.94,0.16,,
Mumbai,18.31,58.54,,1.5,18.85,14.32,0.23,,
Mumbai,20.05,74.73,,1.62,24.56,14.88,0.31,,
Mumbai,20.27,58.63,,1.54,23.69,15.65,0.25,,
Mumbai,16.87,48.37,,1.65,17.63,22.67,0.19,,
Mumbai,14.59,39.98,,1.79,11.05,15.14,0.19,,
Mumbai,12.09,32.21,,1.75,10.84,14.77,0.13,,
Mumbai,13.9,51.08,,1.78,11.83,17.17,0.17,,
Mumbai,12.8,45.39,,1.69,10.96,14.79,0.18,,
Mumbai,10.11,35.83,,1.41,12.41,26.22,0.11,,
Mumbai,9.62,38.49,,1.36,15.93,23.81,0.16,,
Mumbai,9.78,39.36,,1.45,14.91,23.04,0.14,,
Mumbai,9.8,40.36,,1.76,11.23,19.96,0.16,,
Mumbai,9.83,35.78,,1.7,11.33,26.66,0.92,,
Mumbai,9.69,36.62,,1.39,11.02,19.95,0.28,,
Mumbai,11.04,42.32,,1.45,13.74,31.89,0.23,,
Mumbai,14.13,46.54,,1.58,16.05,24.38,0.23,,
Mumbai,13.65,45.85,,1.6,16.32,24.89,0.24,,
Mumbai,11.69,38.15,7.21,1.29,13.11,24.56,0.23,,
Mumbai,7.05,23.25,7.47,0.68,7.54,18.91,0.92,,
Mumbai,6.38,18.98,8.87,0.63,9.08,17.04,0.62,,
Mumbai,8.5,25.75,10.61,0.58,9.9,18.84,1.16,,
Mumbai,11.45,35.29,11.13,0.5,10.37,17.37,1.88,,
Mumbai,11.93,36.46,9.55,0.52,8.74,18.69,1.77,,
Mumbai,11.54,38.53,8.39,0.55,9.59,15.94,1.71,,
Mumbai,20.97,48.3,16.2,0.68,9.76,22.76,2.26,,
Mumbai,28.04,50.27,18.1,0.7,9.34,30.22,3.18,,
Mumbai,19.26,44.77,17.14,0.63,9.46,20.67,2.3,,
Mumbai,15.52,36.51,15.49,0.53,8.57,21.85,1.31,,
Mumbai,13.6,36.99,14.05,0.53,9.5,13.58,2.08,,
Mumbai,14.4,37.27,13.96,0.51,10.38,12.83,2.05,,
Mumbai,9.91,26.09,10.25,0.33,9.73,14.62,0.97,,
Mumbai,9.55,26.02,9.36,0.44,10.37,14.3,0.98,,
Mumbai,11.91,29.1,8.75,0.51,10.39,14.79,1.09,,
Mumbai,13.23,34.57,9.6,0.53,10.8,12.38,1.69,,
Mumbai,11.25,35.37,8.91,0.48,10.9,13,1.41,,
Mumbai,11.72,35.38,9.47,0.46,11.22,12.15,1.78,,
Mumbai,13.33,35.7,10.41,0.46,11.19,13.26,1.71,,
Mumbai,13.27,33.94,9.22,0.43,11.77,13.74,1.32,,
Mumbai,15.53,36.33,8.51,0.54,12.04,13.16,1.69,,
Mumbai,14.17,44.24,12.19,0.52,11.48,14.9,3.62,,
Mumbai,13.16,40.77,12.07,0.47,11.63,13.43,2.06,,
Mumbai,14.18,43.92,12.66,0.51,10.94,13.41,3.15,,
Mumbai,11.4,32.43,8.71,0.44,9.39,16.47,1.49,,
Mumbai,15.26,34.84,7.86,0.49,9.21,19.59,1.46,,
Mumbai,15.23,35.8,7.93,0.53,9.42,14.72,1.76,,
Mumbai,17.34,38.51,7.62,0.55,11.08,17.01,1.5,,
Mumbai,19.56,47.34,11.71,0.59,12.53,14.59,1.72,,
Mumbai,17.27,54.8,12.88,0.62,13.27,12.88,4.07,,
Mumbai,14.32,58.4,10.29,0.72,12.93,12.16,2.91,,
Mumbai,13.72,44.87,11,0.57,12.61,12.64,2.19,,
Mumbai,11.91,30.74,7.73,0.42,11.13,14.05,1.11,,
Mumbai,9.3,29.25,5.74,0.42,11.35,15.25,1.69,,
Mumbai,12.64,34.24,6.49,0.44,11.47,14.2,2.13,,
Mumbai,10.51,28.55,6.16,0.41,10.75,14.75,1.09,,
Mumbai,12.99,38.82,6.27,0.47,9.36,12.85,1.9,,
Mumbai,10.58,37.52,8.24,0.41,7.28,12.22,2.11,,
Mumbai,11.89,35.3,6.75,0.44,7.21,13.87,2.13,,
Mumbai,11.47,36.87,5.61,0.44,7.38,11.65,1.71,,
Mumbai,9.99,36.79,5.43,0.44,8,13.45,1.74,,
Mumbai,9.99,32.65,6.57,0.43,8.18,13.18,1.88,,
Mumbai,9.44,37.71,7.03,0.45,8.32,11.87,1.63,,
Mumbai,9.47,37.14,11.05,0.49,8.6,12.26,2.68,,
Mumbai,11.3,35.47,14.42,0.46,9.19,12.41,1.95,,
Mumbai,13.24,42.14,17.49,0.51,10,12.25,2.08,,
Mumbai,16.96,49.09,17.58,0.62,9.35,12.88,2.7,,
Mumbai,19.66,52.83,16.54,0.71,9.54,16.46,2.69,,
Mumbai,16.13,37.5,16.04,0.55,8.73,17.35,2.18,,
Mumbai,15.21,37.59,14.29,0.4,8.17,15.68,2.67,,
Mumbai,13.77,36.2,13.52,0.28,7.67,15.25,2.83,,
Mumbai,13.12,39.55,13.69,0.31,8.02,14.15,3.44,,
Mumbai,10.47,32.01,12.09,0.27,8.06,14.63,3.58,,
Mumbai,10.49,26.48,10.02,0.43,7.62,17.47,2.08,,
Mumbai,9.9,25.59,9.87,0.46,8.41,16.94,2.15,,
Mumbai,10.8,27.06,13.77,0.51,8.57,13.16,1.92,,
Mumbai,12.72,33.95,15.65,0.46,7.7,15.39,1.87,,
Mumbai,11.75,30.2,18.33,0.46,7.75,14.5,2.33,,
Mumbai,10.59,27.45,16.59,0.43,7.93,14.61,2.14,,
Mumbai,9.89,27.33,16.34,0.4,8.6,13.84,1.8,,
Mumbai,8.7,24.19,15.24,0.39,10.29,13.76,1.73,,
Mumbai,7.87,23.05,12.79,0.4,10.12,13.98,1.45,,
Mumbai,9.02,26.81,12.44,0.42,10.04,12.85,1.58,,
Mumbai,9.73,31.87,12.25,0.44,9.83,11.1,1.54,,
Mumbai,9.14,32.45,11.54,0.43,9.37,12.52,1.17,,
